D (m),L (m),P (kPa),G (kg m-2s-1),Tin (C),Xe (-),CHF (kW m-2)
0.00803,3,13720,1021,260.19,0.435,612
0.00803,3,13720,1021,300.99,0.448,484
0.00803,3,13720,1487,260.19,0.292,739
0.00803,3,13720,1487,280.49,0.316,668
0.00803,3,13720,1487,300.99,0.349,596
0.00803,3,13720,1487,320.84,0.386,522
0.00803,3,13720,2041,260.19,0.204,887
0.00803,3,13720,2041,320.84,0.296,583
0.00803,3,13720,2803,260.19,0.167,1139
0.00803,3,13720,2803,280.49,0.186,992
0.00803,3,13720,2803,300.99,0.217,858
0.00803,3,13720,2803,320.84,0.255,716
0.00803,3,13720,3313,260.19,0.157,1325
0.00803,3,13720,3313,281.66,0.186,1161
0.00803,3,13720,3324,301.89,0.21,990
0.00803,4,13720,993,260.19,0.457,458
0.00803,4,13720,993,280.49,0.436,398
0.00803,4,13720,993,300.99,0.451,354
0.00803,4,13720,993,320.84,0.446,294
0.00803,4,13720,1509,57.42,0.2,1147
0.00803,4,13720,1509,77.61,0.203,1088
0.00803,4,13720,1509,117.76,0.224,980
0.00803,4,13720,1509,259.16,0.33,595
0.00803,4,13720,1509,282.63,0.358,532
0.00803,4,13720,1509,320.84,0.375,386
0.00803,4,13720,1992,300.99,0.309,555
0.00803,4,13720,2787,280.49,0.225,796
0.00803,4,13720,2787,300.99,0.251,689
0.00803,4,13720,2787,319.89,0.285,588
0.00803,6,13720,999,188.77,0.439,409
0.00803,6,13720,999,201.02,0.417,383
0.00803,6,13720,999,211.11,0.44,377
0.00803,6,13720,999,219.33,0.447,367
0.00803,6,13720,1004,231.59,0.424,343
0.00803,6,13720,999,239.79,0.417,326
0.00803,6,13720,999,260.19,0.42,294
0.00803,6,13720,999,288.77,0.401,240
0.00803,6,13720,999,304.03,0.431,225
0.00803,6,13720,1997,295.88,0.336,419
0.00803,6,13720,1997,305.97,0.332,380
0.00803,6,13720,1997,325.62,0.327,295
0.0082,5.37,13720,1026,39.11,0.436,722
0.0082,5.37,13720,1026,77.61,0.437,660
0.0082,5.37,13720,1026,97.74,0.44,630
0.0082,5.37,13720,1026,158.07,0.481,547
0.0082,5.37,13720,1026,178.46,0.489,517
0.0082,5.37,13720,1026,198.99,0.484,481
0.0082,5.37,13720,1026,239.79,0.488,411
0.0082,5.37,13720,1026,249.99,0.492,394
0.0082,5.37,13720,1026,260.19,0.468,366
0.0082,5.37,13720,1026,280.49,0.452,319
0.0082,5.37,13720,1026,290.85,0.441,295
0.0082,5.37,13720,1026,310.99,0.434,248
0.0082,5.37,13720,1510,106.57,0.3,817
0.0082,5.37,13720,1510,117.76,0.313,798
0.0082,5.37,13720,1510,127.73,0.316,776
0.0082,5.37,13720,1505,158.07,0.346,719
0.0082,5.37,13720,1505,169.23,0.343,690
0.0082,5.37,13720,1505,179.38,0.342,665
0.0082,5.37,13720,1505,188.77,0.345,644
0.0082,5.37,13720,1505,198.99,0.359,626
0.0082,5.37,13720,1505,229.63,0.371,557
0.0082,5.37,13720,1505,249.99,0.397,521
0.0082,5.37,13720,1505,259.16,0.407,503
0.0082,5.37,13720,1505,280.49,0.414,448
0.0082,5.37,13720,1505,290.85,0.421,419
0.0082,5.37,13720,1505,310.99,0.409,350
0.0082,5.37,13720,1505,320.84,0.394,305
0.0082,5.34,13720,2015,239.79,0.295,651
0.0082,5.34,13720,1999,270.38,0.322,558
0.0082,5.34,13720,1989,280.49,0.334,526
0.0082,5.34,13720,1989,290.85,0.345,496
0.0082,5.34,13720,1984,300.99,0.358,465
0.0082,5.34,13720,1973,310.99,0.378,436
0.0082,5.34,13720,1973,316.99,0.393,421
0.0082,5.34,13720,1973,320.84,0.384,395
0.0082,5.34,13720,1973,330.3,0.382,343
0.0082,5.37,13720,2357,209.1,0.238,824
0.0082,5.37,13720,2299,272.38,0.302,609
0.0082,5.37,13720,2289,280.49,0.306,575
0.0082,5.37,13720,2278,301.89,0.334,503
0.0082,5.37,13720,2268,310.99,0.351,473
0.0082,6,13720,1000,49.23,0.45,619
0.0082,6,13720,1000,170.38,0.449,450
0.0082,6,13720,2762,239.79,0.277,776
0.0082,6,13720,2757,264.3,0.291,680
0.0082,6,13720,2757,304.92,0.315,510
0.0082,6,13720,2767,330.3,0.352,398
0.01105,1,13720,962,98.69,0.019,3049
0.01105,1,13720,962,159.23,0.057,2486
0.01105,1,13720,962,179.38,0.084,2331
0.01105,1,13720,962,218.88,0.095,1909
0.01105,1,13720,962,280.49,0.19,1420
0.01105,1,13720,962,320.84,0.28,1088
0.0108,1,13720,1526,279.51,0.086,1752
0.0108,1,13720,1526,300.99,0.128,1488
0.0108,1,13720,2011,260.19,0.014,2398
0.0108,1,13720,2011,280.1,0.046,2061
0.0108,1,13720,2011,300.99,0.088,1729
0.0108,1,13720,2711,320.84,0.112,1659
0.0108,1,13720,2745,219.33,-0.083,3872
0.0108,1,13720,2733,260.19,-0.024,2952
0.0108,1,13720,2733,279.51,0.026,2662
0.0108,1,13720,2766,281.66,0.006,2465
0.0108,1,13720,2757,299.91,0.048,2093
0.0108,2,13720,504,280.49,0.538,618
0.0108,2,13720,504,299.91,0.588,588
0.0108,2,13720,546,97.74,0.344,1108
0.0108,2,13720,546,158.07,0.404,969
0.0108,2,13720,546,198.99,0.449,876
0.0108,2,13720,546,219.33,0.458,818
0.0108,2,13720,546,259.16,0.495,714
0.0108,2,13720,546,281.66,0.531,661
0.0108,2,13720,995,300.99,0.331,781
0.0108,2,13720,1001,97.74,0.134,1721
0.0108,2,13720,1001,137.89,0.168,1546
0.0108,2,13720,1001,158.07,0.194,1465
0.0108,2,13720,1001,177.54,0.205,1372
0.0108,2,13720,1001,199.89,0.218,1267
0.0108,2,13720,1001,218.88,0.241,1186
0.0108,2,13720,1001,240.86,0.265,1088
0.0108,2,13720,1001,259.16,0.284,1000
0.0108,2,13720,1001,280.49,0.302,885
0.0108,2,13720,995,300.99,0.333,783
0.0108,2,13720,995,320.84,0.379,694
0.0108,2,13720,1095,158.07,0.149,1535
0.0108,2,13720,1095,179.38,0.158,1418
0.0108,2,13720,1095,199.89,0.167,1302
0.0108,2,13720,1095,238.72,0.215,1123
0.0108,2,13720,1095,260.19,0.251,1033
0.0108,2,13720,1095,280.49,0.279,930
0.0108,2,13720,1095,299.91,0.311,836
0.0108,2,13720,1083,320.84,0.351,710
0.0108,2,13720,1511,157.6,0.042,1884
0.0108,2,13720,1511,178.92,0.069,1756
0.0108,2,13720,1511,198.31,0.081,1616
0.0108,2,13720,1511,220.43,0.108,1477
0.0108,2,13720,1511,239.15,0.127,1349
0.0108,2,13720,1511,260.19,0.146,1186
0.0108,2,13720,1511,280.49,0.179,1065
0.0108,2,13720,1526,299.91,0.203,923
0.0108,2,13720,1517,320.84,0.26,793
0.0108,2,13720,2014,299.91,0.152,1067
0.0108,2,13720,2717,260.19,0.065,1825
0.0108,2,13720,2717,280.49,0.088,1546
0.0108,2,13720,2751,299.91,0.111,1290
0.0108,2,13720,2748,300.45,0.116,1302
0.0108,2,13720,2739,319.89,0.165,1073
0.0108,3,13720,498,98.21,0.478,737
0.0108,3,13720,498,118.71,0.514,716
0.0108,3,13720,498,138.36,0.522,683
0.0108,3,13720,498,178.46,0.552,622
0.0108,3,13720,498,199.89,0.58,594
0.0108,3,13720,498,240.22,0.575,511
0.0108,3,13720,498,280.49,0.579,427
0.0108,3,13720,995,96.54,0.252,1267
0.0108,3,13720,989,116.81,0.256,1186
0.0108,3,13720,989,159.23,0.279,1046
0.0108,3,13720,989,199.89,0.316,928
0.0108,3,13720,989,219.33,0.336,871
0.0108,3,13720,989,240.22,0.355,804
0.0108,3,13720,989,260.19,0.36,728
0.0108,3,13720,989,279.51,0.376,659
0.0108,3,13720,989,300.99,0.383,567
0.0108,3,13720,1544,197.86,0.211,1300
0.0108,3,13720,1508,220.43,0.229,1163
0.0108,3,13720,1508,239.79,0.247,1072
0.0108,3,13720,1508,260.19,0.268,973
0.0108,3,13720,1508,281.66,0.289,862
0.0108,3,13720,1514,319.89,0.331,640
0.0108,3,13720,2002,219.33,0.119,1338
0.0108,3,13720,1996,239.79,0.137,1204
0.0108,3,13720,1996,260.19,0.166,1088
0.0108,3,13720,1996,281.07,0.221,1012
0.0108,3,13720,1996,300.45,0.248,889
0.0108,3,13720,2005,320.84,0.251,681
0.0108,3,13720,2781,240.86,0.093,1546
0.0108,3,13720,2781,260.61,0.107,1352
0.0108,3,13720,2781,281.66,0.141,1189
0.0108,3,13720,2781,319.89,0.204,835
0.01075,4,13720,499,300.99,0.565,281
0.01075,4,13720,1010,58.38,0.217,1038
0.01075,4,13720,1010,96.54,0.255,958
0.01075,4,13720,1010,117.76,0.244,890
0.01075,4,13720,1010,138.36,0.274,853
0.01075,4,13720,1010,158.07,0.284,805
0.01075,4,13720,1010,178.46,0.3,758
0.01075,4,13720,1010,197.86,0.302,702
0.01075,4,13720,1010,260.19,0.41,590
0.01075,4,13720,1010,299.91,0.44,479
0.01075,4,13720,1010,320.84,0.455,407
0.01075,4,13720,1519,97.74,0.121,1290
0.01075,4,13720,1519,117.76,0.133,1209
0.01075,4,13720,1519,158.53,0.141,1049
0.01075,4,13720,1519,198.99,0.172,907
0.01075,4,13720,1519,219.33,0.213,861
0.01075,4,13720,1525,300.45,0.302,566
0.01075,4,13720,1525,320.84,0.35,496
0.01075,4,13720,2042,238.72,0.187,1001
0.01075,4,13720,2042,260.19,0.186,861
0.01075,4,13720,2042,279.51,0.215,775
0.01075,4,13720,2020,300.99,0.236,650
0.01075,4,13720,2020,320.84,0.287,566
0.01075,4,13720,2801,279.51,0.176,985
0.01075,4,13720,2801,300.45,0.202,837
0.01075,4,13720,2773,319.89,0.256,725
0.01075,5,13720,499,301.35,0.597,232
0.01075,5,13720,1014,238.72,0.424,537
0.01075,5,13720,1014,260.19,0.437,490
0.01075,5,13720,1014,281.66,0.449,440
0.01075,5,13720,1014,299.91,0.45,390
0.01075,5,13720,1014,320.84,0.419,303
0.01075,5,13720,1525,300.99,0.353,495
0.01075,5,13720,2020,240.22,0.215,816
0.01075,5,13720,2020,259.16,0.226,733
0.01075,5,13720,2030,299.91,0.257,552
0.01075,5,13720,2027,300.99,0.273,564
0.01075,5,13720,2828,300.99,0.248,747
0.0108,5.8,13720,1007,220.43,0.433,505
0.0108,5.8,13720,1007,259.16,0.423,416
0.0108,5.8,13720,1007,278.53,0.433,377
0.0108,5.8,13720,1007,288.77,0.419,346
0.0108,5.8,13720,1013,321.79,0.416,259
0.0108,5.8,13720,1508,269.77,0.34,525
0.0108,5.8,13720,1483,276.56,0.337,493
0.0108,5.8,13720,1483,281.07,0.349,484
0.0108,5.8,13720,1508,289.72,0.356,467
0.0108,5.8,13720,1501,299.91,0.366,434
0.0108,5.8,13720,1492,309.96,0.362,391
0.0108,5.8,13720,1486,316.01,0.355,360
0.0108,5.8,13720,1486,321.32,0.371,348
0.0108,5.8,13720,1489,325.17,0.373,332
0.0108,5.8,13720,1492,329.44,0.367,308
0.0108,5.8,13720,1993,300.99,0.314,522
0.0108,5.8,13720,1993,310.99,0.316,472
0.0108,5.8,13720,1984,316.99,0.335,454
0.0108,5.8,13720,1984,320.84,0.337,434
0.0108,5.8,13720,1990,328.43,0.342,390
0.01075,6,13720,499,239.79,0.556,252
0.01075,6,13720,499,260.19,0.563,232
0.01075,6,13720,499,281.07,0.563,209
0.01075,6,13720,499,300.99,0.578,190
0.01075,6,13720,1010,260.19,0.446,411
0.01075,6,13720,1010,280.49,0.434,361
0.01075,6,13720,1010,299.91,0.429,314
0.01075,6,13720,1528,136.95,0.237,836
0.01075,6,13720,1531,158.53,0.241,779
0.01075,6,13720,1537,178.46,0.261,738
0.01075,6,13720,1537,199.44,0.284,694
0.01075,6,13720,1531,218.22,0.299,645
0.01075,6,13720,1531,239.79,0.306,584
0.01075,6,13720,1531,260.19,0.316,528
0.01075,6,13720,1531,280.49,0.353,487
0.01075,6,13720,1537,299.91,0.37,432
0.01075,6,13720,1537,320.84,0.383,358
0.01075,6,13720,2027,239.79,0.241,711
0.01075,6,13720,2020,261.22,0.259,636
0.01075,6,13720,2027,299.91,0.296,498
0.01075,6,13720,2027,320.84,0.326,416
0.01075,6,13720,2773,259.16,0.219,830
0.01075,6,13720,2770,281.66,0.235,715
0.01075,6,13720,2783,319.89,0.279,516
0.0151,6,13720,508,137.89,0.552,508
0.0151,6,13720,508,158.07,0.544,477
0.0151,6,13720,508,178.46,0.546,452
0.0151,6,13720,509,198.99,0.54,422
0.0151,6,13720,509,219.33,0.536,391
0.0151,6,13720,509,239.79,0.545,365
0.0151,6,13720,509,260.19,0.531,330
0.0151,6,13720,773,158.07,0.386,640
0.0151,6,13720,773,178.46,0.412,612
0.0151,6,13720,773,198.99,0.43,580
0.0151,6,13720,773,219.33,0.467,554
0.0151,6,13720,773,239.79,0.47,512
0.0151,6,13720,771,260.19,0.471,466
0.0151,6,13720,771,280.49,0.476,419
0.0151,6,13720,771,300.99,0.468,365
0.0151,6,13720,1024,178.46,0.308,738
0.0151,6,13720,1026,198.99,0.329,697
0.0151,6,13720,1026,260.19,0.388,560
0.0151,6,13720,1027,280.49,0.411,512
0.0151,6,13720,1027,320.84,0.432,384
0.0151,6,13720,1429,219.33,0.207,766
0.0151,6,13720,1417,260.19,0.264,654
0.0151,6,13720,1418,280.49,0.287,589
0.0151,6,13720,1418,300.99,0.309,508
0.0151,6,13720,1545,239.79,0.198,735
0.0151,6,13720,1545,260.19,0.229,673
0.0151,6,13720,1547,300.99,0.289,539
0.00581,1,14710,1499,98.48,0.006,2555
0.00581,1,14710,1499,159.53,0.06,2121
0.00581,1,14710,1499,178.31,0.092,2011
0.00581,1,14710,1499,238.65,0.17,1609
0.00581,1,14710,1499,260.17,0.184,1424
0.00581,1,14710,1499,320.2,0.287,971
0.00581,1,14710,3353,117.56,-0.079,4900
0.00581,1,14710,3353,178.31,-0.022,3942
0.00581,1,14710,3353,198.86,0.003,3635
0.00581,1,14710,3353,218.34,0.023,3322
0.00581,1,14710,3353,240.8,0.051,2970
0.00581,1,14710,3353,259.14,0.078,2683
0.00581,1,14710,3353,280.73,0.112,2344
0.00581,1,14710,3353,301.14,0.153,2044
0.00581,1,14710,3353,322.11,0.188,1622
0.00581,1,14710,5030,116.61,-0.116,7105
0.00581,1,14710,5030,136.76,-0.103,6594
0.00581,1,14710,5030,158.6,-0.08,6089
0.00581,1,14710,5030,178.31,-0.071,5546
0.00581,1,14710,5030,197.73,-0.035,5200
0.00581,1,14710,5030,219.22,-0.019,4639
0.00581,1,14710,4998,259.76,0.05,3776
0.00581,1,14710,4998,280.73,0.062,3123
0.00581,1,14710,4998,300.59,0.11,2741
0.00581,1,14710,4998,321.64,0.158,2216
0.00578,2,14710,1493,97.05,0.148,1424
0.00578,2,14710,1493,117.56,0.169,1354
0.00578,2,14710,1493,137.23,0.18,1280
0.00578,2,14710,1493,178.31,0.233,1149
0.00578,2,14710,1493,197.73,0.259,1088
0.00578,2,14710,1493,239.72,0.305,940
0.00578,2,14710,1493,260.17,0.308,842
0.00578,2,14710,1493,302.22,0.351,662
0.00578,2,14710,1493,320.2,0.398,601
0.00578,2,14710,3441,98.48,0.013,2927
0.00578,2,14710,3441,117.56,0.029,2770
0.00578,2,14710,3441,137.7,0.052,2620
0.00578,2,14710,3441,156.96,0.08,2488
0.00578,2,14710,3441,199.76,0.112,2116
0.00578,2,14710,3441,219.22,0.12,1924
0.00578,2,14710,3441,280.73,0.209,1440
0.00578,2,14710,3441,300.05,0.219,1223
0.00578,2,14710,3441,321.16,0.266,1040
0.00578,2,14710,4966,137.7,0,3582
0.00578,2,14710,4944,156.96,0.03,3395
0.00578,2,14710,4944,178.31,0.051,3148
0.00578,2,14710,4944,198.86,0.064,2883
0.00578,2,14710,5050,260.17,0.145,2235
0.00578,3,14710,1493,98.48,0.235,1010
0.00578,3,14710,1493,116.61,0.244,964
0.00578,3,14710,1493,138.65,0.244,897
0.00578,3,14710,1493,158.13,0.256,845
0.00578,3,14710,1493,179.46,0.267,790
0.00578,3,14710,1493,198.86,0.299,753
0.00578,3,14710,1493,219.22,0.305,694
0.00578,3,14710,1493,239.72,0.334,648
0.00578,3,14710,1493,260.17,0.366,604
0.00578,3,14710,1493,280.73,0.389,548
0.00578,3,14710,3335,98.48,0.108,2049
0.00578,3,14710,3335,117.56,0.118,1938
0.00578,3,14710,3335,138.17,0.154,1859
0.00578,3,14710,3335,158.13,0.141,1704
0.00578,3,14710,3335,178.31,0.14,1564
0.00578,3,14710,3335,199.76,0.174,1470
0.00578,3,14710,3335,239.72,0.203,1235
0.00578,3,14710,3335,261.21,0.231,1119
0.00578,3,14710,3335,321.16,0.29,711
0.00578,3,14710,4997,98.48,0.078,2988
0.00578,3,14710,5050,117.56,0.077,2826
0.00578,3,14710,5050,136.76,0.104,2698
0.00578,3,14710,5029,198.86,0.169,2209
0.00578,3,14710,5029,218.34,0.179,2035
0.00578,3,14710,5029,239.72,0.197,1846
0.00578,3,14710,5029,260.17,0.215,1660
0.00578,3,14710,5029,280.73,0.255,1518
0.00578,3,14710,5029,301.14,0.267,1294
0.00585,4,14710,1499,97.52,0.344,831
0.00585,4,14710,1499,117.56,0.317,772
0.00585,4,14710,1499,198.86,0.337,593
0.00585,4,14710,1499,218.34,0.345,552
0.00585,4,14710,1499,261.21,0.379,465
0.00585,4,14710,1499,280.14,0.413,432
0.00585,4,14710,1499,301.14,0.422,379
0.00585,4,14710,1499,302.22,0.374,348
0.00585,4,14710,1499,322.11,0.375,286
0.00585,4,14710,3308,138.65,0.183,1431
0.00585,4,14710,3308,158.6,0.176,1322
0.00585,4,14710,3308,179.46,0.202,1247
0.00585,4,14710,3308,219.22,0.224,1066
0.00585,4,14710,3328,260.17,0.253,881
0.00585,4,14710,3328,280.73,0.284,794
0.00585,4,14710,3328,300.05,0.293,689
0.00585,4,14710,3328,321.16,0.321,575
0.00585,4,14710,4982,97.52,0.111,2326
0.00585,4,14710,4982,138.65,0.134,2058
0.00585,4,14710,4982,158.13,0.139,1920
0.00585,4,14710,4982,178.31,0.154,1797
0.00585,4,14710,4982,197.73,0.182,1697
0.00585,4,14710,4982,218.78,0.207,1578
0.00585,4,14710,4982,259.14,0.271,1360
0.00585,4,14710,4982,300.59,0.318,1072
0.00585,4,14710,4982,321.16,0.365,947
0.00585,6,14710,1499,279.75,0.39,281
0.00585,6,14710,3359,238.65,0.28,697
0.00585,6,14710,3359,260.17,0.299,633
0.00585,6,14710,3359,280.73,0.325,571
0.00585,6,14710,3359,310.69,0.368,479
0.00585,6,14710,3359,322.11,0.386,436
0.00585,6,14710,5003,177.39,0.238,1313
0.00585,6,14710,4982,238.65,0.306,1065
0.00585,6,14710,5023,259.14,0.304,986
0.00585,6,14710,5003,281.71,0.367,897
0.00585,6,14710,5003,239.72,0.311,1069
0.00585,6,14710,5003,260.17,0.347,999
0.00585,6,14710,5003,301.14,0.387,801
0.00585,6,14710,5003,321.16,0.427,710
0.0078,1.5,14710,1512,169.3,0.022,1744
0.0078,1.5,14710,1512,211,0.081,1511
0.0078,1.5,14710,1512,275.6,0.166,1104
0.0078,1.5,14710,1529,274,0.151,1104
0.00775,1.68,14710,907,179.46,0.242,1128
0.00775,1.68,14710,907,196.37,0.282,1104
0.00775,1.68,14710,937,226.49,0.295,1000
0.00775,1.68,14710,937,268.36,0.34,837
0.00775,1.68,14710,937,300.05,0.353,674
0.00775,1.68,14710,937,301.14,0.377,697
0.00775,1.68,14710,1496,258.1,0.245,1244
0.00775,1.68,14710,1496,306.15,0.325,965
0.00775,1.7,14710,2003,227.58,0.088,1604
0.00775,1.7,14710,2003,226.05,0.106,1663
0.00775,1.7,14710,2003,260.79,0.129,1349
0.00775,1.7,14710,1991,291.89,0.176,1116
0.0078,2.2,14710,2035,299.68,0.283,1011
0.0078,2.2,14710,2093,298.58,0.27,1023
0.00782,0.25,14710,1018,136.76,-0.305,5512
0.00782,0.25,14710,1018,197.73,-0.196,4356
0.00782,0.25,14710,1018,240.8,-0.124,3428
0.00782,0.25,14710,1018,262.24,-0.1,2822
0.00782,0.25,14710,1504,159.06,-0.401,5910
0.00782,0.25,14710,1504,177.39,-0.372,5342
0.00782,0.25,14710,1504,198.86,-0.309,5000
0.00782,0.25,14710,1504,260.17,-0.151,3656
0.00782,0.25,14710,1504,279.75,-0.107,3087
0.00782,0.25,14710,1990,177.39,-0.415,6383
0.00782,0.25,14710,1990,218.34,-0.303,5398
0.00782,0.25,14710,1990,239.72,-0.246,4831
0.00782,0.25,14710,1990,261.21,-0.181,4281
0.00782,0.25,14710,1990,280.73,-0.128,3675
0.00802,1.57,14710,2689,267.35,0.083,1770
0.00802,1.57,14710,2722,299.13,0.141,1450
0.00802,1.57,14710,2717,330.89,0.206,1019
0.00802,1.57,14710,3179,197.73,-0.015,2960
0.00802,1.57,14710,3184,219.22,0.002,2660
0.00802,1.57,14710,3190,280.73,0.088,1860
0.00802,1.57,14710,3195,311.21,0.145,1450
0.00802,1.57,14710,3190,330.89,0.194,1150
0.00787,3,14710,1000,117.56,0.312,921
0.00787,3,14710,1000,137.7,0.326,874
0.00787,3,14710,1000,178.31,0.352,780
0.00787,3,14710,1000,198.86,0.364,730
0.00787,3,14710,1000,218.34,0.385,688
0.00787,3,14710,1000,240.8,0.397,629
0.00787,3,14710,1000,261.21,0.404,571
0.00787,3,14710,1000,280.73,0.434,530
0.00787,3,14710,1000,300.05,0.465,486
0.00787,3,14710,1000,329.88,0.505,395
0.00787,3,14710,1519,118.51,0.168,1249
0.00787,3,14710,1519,238.65,0.265,833
0.00787,3,14710,1519,260.17,0.296,766
0.00787,3,14710,1519,301.14,0.332,597
0.00787,3,14710,1519,320.68,0.352,507
0.00787,3,14710,1519,330.89,0.376,464
0.00787,3,14710,1999,98.48,0.094,1653
0.00787,3,14710,1999,118.51,0.103,1557
0.00787,3,14710,1999,137.7,0.12,1472
0.00787,3,14710,1999,158.13,0.135,1381
0.00787,3,14710,1999,197.73,0.142,1167
0.00787,3,14710,1999,220.33,0.17,1076
0.00787,3,14710,1999,239.72,0.182,979
0.00787,3,14710,1999,260.17,0.203,881
0.00787,3,14710,1999,280.73,0.239,800
0.00787,3,14710,1999,302.22,0.265,691
0.00787,3,14710,1999,331.75,0.314,516
0.00787,3,14710,3010,178.31,0.095,1829
0.00787,3,14710,3010,198.86,0.116,1697
0.00787,3,14710,3010,218.34,0.118,1536
0.00787,3,14710,3016,261.21,0.156,1224
0.00787,3,14710,3016,281.12,0.195,1114
0.00787,3,14710,3010,301.14,0.22,961
0.00787,3,14710,2993,322.11,0.252,781
0.00787,3,14710,2998,330.89,0.278,718
0.00787,6,14710,1000,36.94,0.394,596
0.00787,6,14710,1000,77.39,0.42,551
0.00787,6,14710,1000,96.57,0.437,530
0.00787,6,14710,1000,106.6,0.439,517
0.00787,6,14710,1000,116.61,0.453,508
0.00787,6,14710,1000,126.59,0.432,488
0.00787,6,14710,1000,138.65,0.439,473
0.00787,6,14710,1000,147.83,0.455,466
0.00787,6,14710,1000,158.13,0.455,452
0.00787,6,14710,1000,169.3,0.469,441
0.00787,6,14710,1000,177.39,0.455,425
0.00787,6,14710,1000,187.49,0.462,414
0.00787,6,14710,1000,197.73,0.472,402
0.00787,6,14710,1000,208.09,0.462,384
0.00787,6,14710,1000,228.46,0.474,359
0.00787,6,14710,1000,239.72,0.481,344
0.00787,6,14710,1000,248.89,0.484,331
0.00787,6,14710,1000,261.21,0.462,304
0.00787,6,14710,1000,280.73,0.43,264
0.00787,6,14710,1000,312.23,0.42,205
0.00787,6,14710,1000,322.11,0.448,195
0.00787,6,14710,1508,36.94,0.278,842
0.00787,6,14710,1508,58.15,0.292,807
0.00787,6,14710,1508,76.43,0.291,768
0.00787,6,14710,1508,97.52,0.295,728
0.00787,6,14710,1508,118.51,0.311,691
0.00787,6,14710,1508,138.65,0.326,657
0.00787,6,14710,1508,156.96,0.323,618
0.00787,6,14710,1508,179.46,0.336,578
0.00787,6,14710,1508,218.34,0.359,505
0.00787,6,14710,1508,239.72,0.387,472
0.00787,6,14710,1508,279.75,0.404,387
0.00787,6,14710,1508,301.14,0.401,331
0.00787,6,14710,1508,321.16,0.406,276
0.00787,6,14710,1508,330.89,0.406,245
0.00787,6,14710,2011,78.35,0.209,964
0.00787,6,14710,2011,97.52,0.22,919
0.00787,6,14710,2005,159.06,0.263,775
0.00787,6,14710,2005,177.39,0.274,735
0.00787,6,14710,2016,198.86,0.286,683
0.00787,6,14710,2016,218.34,0.307,641
0.00787,6,14710,2016,239.72,0.316,584
0.00787,6,14710,2016,259.14,0.324,529
0.00787,6,14710,2016,300.05,0.36,421
0.00787,6,14710,2016,331.75,0.372,300
0.00787,6,14710,2993,98.48,0.15,1294
0.00787,6,14710,2993,116.61,0.167,1236
0.00787,6,14710,2993,156.96,0.198,1101
0.00787,6,14710,3010,197.73,0.255,994
0.00787,6,14710,3010,219.22,0.253,898
0.00787,6,14710,3010,238.65,0.279,838
0.00787,6,14710,3010,259.14,0.245,741
0.00787,6,14710,3010,280.73,0.299,662
0.00787,6,14710,3010,300.05,0.319,586
0.00787,6,14710,3010,321.16,0.337,483
0.00787,6,14710,3010,330.89,0.368,451
0.0082,5.37,14710,1026,118.51,0.402,594
0.0082,5.37,14710,1026,159.06,0.418,533
0.0082,5.37,14710,1026,178.31,0.433,508
0.0082,5.37,14710,1026,198.86,0.443,477
0.0082,5.37,14710,1026,218.34,0.444,445
0.0082,5.37,14710,1026,238.65,0.468,419
0.0082,5.37,14710,1026,260.17,0.489,389
0.0082,5.37,14710,1026,280.73,0.499,354
0.0082,5.37,14710,1026,301.14,0.489,310
0.0082,5.37,14710,1510,118.51,0.309,804
0.0082,5.37,14710,1510,138.65,0.31,757
0.0082,5.37,14710,1510,158.13,0.338,726
0.0082,5.37,14710,1510,179.46,0.334,672
0.0082,5.37,14710,1505,198.86,0.33,626
0.0082,5.37,14710,1505,219.22,0.364,587
0.0082,5.37,14710,1500,238.65,0.378,544
0.0082,5.37,14710,1500,300.05,0.426,409
0.0082,5.37,14710,1500,311.21,0.436,372
0.0082,5.37,14710,1500,330.89,0.44,295
0.0082,5.37,14710,2010,208.99,0.267,743
0.0082,5.37,14710,2010,219.22,0.273,714
0.0082,5.37,14710,2010,219.22,0.28,719
0.0082,5.37,14710,2010,229.55,0.293,694
0.0082,5.37,14710,2010,239.72,0.298,662
0.0082,5.37,14710,2010,249.94,0.297,625
0.0082,5.37,14710,2010,260.17,0.31,598
0.0082,5.37,14710,2020,260.17,0.309,602
0.0082,5.37,14710,2015,271.39,0.327,573
0.0082,5.37,14710,1999,290.94,0.323,491
0.0082,5.37,14710,2020,290.94,0.352,518
0.0082,5.37,14710,1989,301.14,0.335,459
0.0082,5.37,14710,1984,311.21,0.349,422
0.0082,5.37,14710,1999,311.21,0.357,434
0.0082,5.37,14710,1978,330.89,0.359,337
0.0082,5.37,14710,1989,330.89,0.359,339
0.0082,5.37,14710,1989,337.34,0.373,310
0.0082,5.37,14710,2336,208.99,0.236,836
0.0082,5.37,14710,2336,219.22,0.233,793
0.0082,5.37,14710,2336,240.8,0.259,731
0.0082,5.37,14710,2336,249.94,0.282,714
0.0082,5.37,14710,2331,301.14,0.302,507
0.0082,5.37,14710,2299,311.21,0.315,462
0.0082,5.37,14710,2278,330.89,0.328,361
0.0082,6,14710,2804,249.94,0.307,793
0.0082,6,14710,2778,260.17,0.308,740
0.0082,6,14710,2751,271.39,0.319,691
0.0082,6,14710,2767,276.59,0.305,660
0.0082,6,14710,2751,281.71,0.304,630
0.0082,6,14710,2751,290.94,0.307,590
0.0082,6,14710,2778,301.14,0.331,568
0.0082,6,14710,2778,310.17,0.33,521
